week,category,weekly_rank,weekly_hours_viewed,cumulative_weeks_in_top_10,Show_title,type,description,release_year,age_certification,runtime_mins,genres,production_countries,imdb_id,imdb_score,imdb_votes,drama,comedy,action,family,crime,romance,month_year
2022-09-18,Films (English),5,7530000,2,morbius,movie,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",2022,PG-13,104.0,"action, adventure, horror",United States,tt5108870,5.2,113810.0,0,0,1,0,0,0,2022-09
2022-09-18,Films (English),6,7360000,3,i came by,movie,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,2022,TV-MA,11.0,thriller,United Kingdom,tt15083184,6.1,22119.0,0,0,0,0,0,0,2022-09
2022-09-18,Films (English),7,7160000,9,despicable me 2,movie,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",2013,PG,98.0,"animation, adventure, comedy","United States, France, Japan",tt1690953,7.3,400620.0,0,1,0,0,0,0,2022-09
2022-09-18,Films (English),8,6530000,1,the invisible man,movie,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",2020,R,124.0,"drama, horror, mystery","Australia, United States",tt1051906,7.1,227236.0,1,0,0,0,0,0,2022-09
2022-09-18,Films (English),9,5580000,1,dolittle,movie,A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.,2020,PG,101.0,"adventure, comedy, family","United States, China, United Kingdom, Japan",tt6673612,5.6,64825.0,0,1,0,1,0,0,2022-09
2022-09-18,Films (English),10,5250000,1,this is the end,movie,"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves.",2013,R,107.0,"comedy, fantasy",United States,tt1245492,6.6,412953.0,0,1,0,0,0,0,2022-09
2022-09-18,Films (Non-English),1,25490000,2,no limit,movie,Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.,2022,TV-MA,118.0,"drama, romance, sport",France,tt14995258,5.8,2149.0,1,0,0,0,0,1,2022-09
2022-09-18,Films (Non-English),2,6430000,1,the catholic school,movie,"In late September 1975, a renowned Catholic school in Rome for sheltered, upper-middle-class boys is attacked in what became known as the Circeo Massacre. The film examines what triggered the violence.",2021,TV-MA,106.0,drama,Italy,tt10345782,5.7,2029.0,1,0,0,0,0,0,2022-09
2022-09-18,Films (Non-English),4,4900000,4,loving adults,movie,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,2022,TV-MA,104.0,"crime, drama, thriller",Denmark,tt14592948,6.5,7682.0,1,0,0,0,1,0,2022-09
2022-09-18,Films (Non-English),6,3390000,1,broad peak,movie,"After climbing Broad Peak mountain, Maciej Berbeka learns his journey to the summit is incomplete. 25 years later, he sets out to finish what he started.",2022,TV-MA,101.0,"adventure, biography, drama",Poland,tt8983230,5.9,1151.0,1,0,0,0,0,0,2022-09
2022-09-18,Films (Non-English),7,3080000,1,jogi,movie,"Amid tension in 1980s India, three friends of different faiths unite in a noble yet dangerous effort to save hundreds in their town.",2022,TV-MA,116.0,"drama, history, thriller",India,tt21848358,7.2,5466.0,1,0,0,0,0,0,2022-09
2022-09-18,Films (Non-English),8,2970000,1,el jeremías,movie,"Set in Sonora Mexico, the film tells the story of Jeremías an eight year old who finds out he is a gifted child and initiates a journey of self discovery.",2015,PG-13,95.0,"comedy, drama, family",Mexico,tt4457020,7.2,969.0,1,1,0,1,0,0,2022-09
2022-09-18,Films (Non-English),9,2900000,3,fenced in,movie,Walter moves from the city out to the countryside after a nervous breakdown. But his dream of a peaceful life is ruined when he meets his loud neighbors.,2022,TV-MA,11.0,comedy,Brazil,tt21742248,4.3,484.0,0,1,0,0,0,0,2022-09
2022-09-18,Films (Non-English),10,2370000,1,drifting home,movie,Follows two childhood friends who drift into a mysterious sea with an entire housing complex.,2022,PG,119.0,"animation, adventure, drama",Japan,tt15494038,6.2,1659.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (English),1,95550000,2,cobra kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31.0,"action, drama, sport, comedy",United States,tt7221388,8.5,166830.0,1,1,1,0,0,0,2022-09
2022-09-18,TV (English),2,48960000,1,fate: the winx saga,SHOW,"The coming-of-age journey of five fairies attending Alfea, a magical boarding school in the Otherworld where they must learn to master their powers while navigating love, rivalries, and the monsters that threaten their very existence.",2021,TV-MA,5.0,"scifi, drama, fantasy, action",United States,tt8179402,6.8,39519.0,1,0,1,0,0,0,2022-09
2022-09-18,TV (English),3,40790000,2,the crown,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,TV-MA,56.0,"drama, history, european","United Kingdom, United States",tt4786824,8.7,194243.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (English),4,35020000,2,the imperfects,series,"After an experimental gene therapy turns them into monsters, three twenty-somethings band together to hunt down the scientist responsible and force him to make them human again.",2022,TV-MA,0.0,"action, adventure, drama","Canada, United States",tt14502728,6.4,4454.0,1,0,1,0,0,0,2022-09
2022-09-18,TV (English),5,29300000,3,devil in ohio,series,"When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl's arrival threatens to tear her own family apart.",2022,TV-MA,0.0,"drama, horror, mystery","Canada, United States",tt15432016,5.9,12900.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (English),6,24390000,1,sins of our mother,series,"When Lori Vallow's kids vanished, the search for them unearthed a trail of suspicious deaths, a new husband who shared her doomsday views - and murder.",2022,TV-14,0.0,"documentary, crime, mystery",United States,tt21867596,7.0,3072.0,0,0,0,0,1,0,2022-09
2022-09-18,TV (English),7,16670000,1,the crown,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,TV-MA,56.0,"drama, history, european","United Kingdom, United States",tt4786824,8.7,194243.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (English),8,14370000,6,love is blind,SHOW,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less conventional approach to modern dating.",2020,TV-MA,54.0,"reality, romance",United States,tt11704040,6.1,7863.0,0,0,0,0,0,1,2022-09
2022-09-18,TV (English),9,13480000,17,stranger things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61.0,"scifi, thriller, drama, fantasy, horror",United States,tt4574334,8.7,1101055.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (English),10,12220000,7,the sandman,series,"Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",2022,TV-MA,1.0,"drama, fantasy, horror","United Kingdom, United States",tt1751634,7.7,124331.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (Non-English),2,34410000,2,diary of a gigolo,series,A gigolo's life begins to unravel when he becomes involved in a client's family affairs and violates the fundamental rule of his job: don't fall in love.,2022,TV-MA,0.0,"crime, drama, mystery","United States, Argentina",tt16481820,6.5,936.0,1,0,0,0,1,0,2022-09
2022-09-18,TV (Non-English),3,22710000,1,"el rey, vicente fernández",series,Follows the life of Mexican music icon Vicente Fernandez.,2022,TV-14,0.0,"biography, drama, music","Mexico, Colombia",tt16442864,7.3,266.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (Non-English),4,21970000,11,extraordinary attorney woo,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022,TV-14,7.0,drama,South Korea,tt20869502,8.8,10429.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (Non-English),6,16210000,5,high heat,series,"When clues to his brother's murder lead Poncho to a fire brigade, he joins it to investigate further and finds romance, family - and a serial killer.",2022,TV-MA,0.0,drama,Mexico,tt17641200,6.1,485.0,1,0,0,0,0,0,2022-09
2022-09-18,TV (Non-English),7,16040000,1,the lørenskog disappearance,series,"When a billionaire's wife vanishes, Norwegian police must deal with the frenzied press and deceitful informants to find the truth. Based on real events.",2021,TV-MA,0.0,"documentary, crime, drama",Norway,tt15264452,6.1,1071.0,1,0,0,0,1,0,2022-09
2022-09-18,TV (Non-English),8,14880000,1,cyberpunk: edgerunners,series,"A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk.",2022,TV-MA,0.0,"animation, action, adventure","Poland, United States",tt12590266,8.4,38251.0,0,0,1,0,0,0,2022-09
2022-09-18,TV (Non-English),9,12960000,2,little women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,PG,115.0,"drama, romance, family",United States,tt0110367,7.3,58178.0,1,0,0,1,0,1,2022-09
2022-09-18,TV (Non-English),10,10890000,12,alchemy of souls,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022,TV-14,8.0,"drama, action, thriller, scifi, comedy, fantasy, romance",South Korea,tt20859920,8.6,878.0,1,1,1,0,0,1,2022-09
2022-09-11,Films (English),1,30210000,1,end of the road,movie,"In this high-octane action thriller, a cross-country road trip becomes a highway to hell for Brenda and her family. Alone in the New Mexico desert, they have to fight for their lives when they become the targets of a mysterious ki...",2022,R,89.0,"action, crime, drama",United States,tt13655328,4.7,6383.0,1,0,1,0,1,0,2022-09
2022-09-11,Films (English),2,29530000,2,love in the villa,movie,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.",2022,TV-14,114.0,"comedy, romance",United States,tt15463032,5.3,8891.0,0,1,0,0,0,1,2022-09
2022-09-11,Films (English),3,26800000,2,i came by,movie,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,2022,TV-MA,11.0,thriller,United Kingdom,tt15083184,6.1,22119.0,0,0,0,0,0,0,2022-09
2022-09-11,Films (English),4,20660000,3,me time,movie,Follows a dad who finds time for himself for the first time in years while his wife and kids are away. He reconnects with a friend for a wild weekend.,2022,R,101.0,comedy,United States,tt14309446,5.0,30599.0,0,1,0,0,0,0,2022-09
2022-09-11,Films (English),5,12200000,1,morbius,movie,"Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",2022,PG-13,104.0,"action, adventure, horror",United States,tt5108870,5.2,113810.0,0,0,1,0,0,0,2022-09
2022-09-11,Films (English),6,9210000,1,white chicks,movie,Two disgraced FBI agents go way undercover in an effort to protect hotel heiresses the Wilson sisters from a kidnapping plot.,2004,PG-13,109.0,"comedy, crime",United States,tt0381707,5.7,146593.0,0,1,0,0,1,0,2022-09
2022-09-11,Films (English),7,7590000,8,despicable me 2,movie,"When Gru, the world's most super-bad turned super-dad has been recruited by a team of officials to stop lethal muscle and a host of Gru's own, He has to fight back with new gadgetry, cars, and more minion madness.",2013,PG,98.0,"animation, adventure, comedy","United States, France, Japan",tt1690953,7.3,400620.0,0,1,0,0,0,0,2022-09
2022-09-11,Films (English),8,7120000,1,hanna,movie,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",2011,PG-13,111.0,"action, adventure, drama","United States, United Kingdom, Germany",tt0993842,6.8,199691.0,1,0,1,0,0,0,2022-09
2022-09-11,Films (English),9,6530000,1,triple 9,movie,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,2016,R,115.0,"action, crime, thriller",United States,tt1712261,6.3,72688.0,0,0,1,0,1,0,2022-09
2022-09-11,Films (English),10,6510000,1,labor day,movie,"Depressed single mom Adele and her son Henry offer a wounded, fearsome man a ride. As police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited.",2013,PG-13,111.0,"drama, romance, thriller",United States,tt1967545,6.9,47683.0,1,0,0,0,0,1,2022-09
2022-09-11,Films (Non-English),1,13530000,1,no limit,movie,Roxana Aubrey decides to drop her studies and escape her life in Paris for a free diving course in the south of France. She is quickly pulled into a life that reaches new depths brought by the weight of an ocean's descent.,2022,TV-MA,118.0,"drama, romance, sport",France,tt14995258,5.8,2149.0,1,0,0,0,0,1,2022-09
2022-09-11,Films (Non-English),2,12590000,3,loving adults,movie,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,2022,TV-MA,104.0,"crime, drama, thriller",Denmark,tt14592948,6.5,7682.0,1,0,0,0,1,0,2022-09
2022-09-11,Films (Non-English),3,9830000,2,fenced in,movie,Walter moves from the city out to the countryside after a nervous breakdown. But his dream of a peaceful life is ruined when he meets his loud neighbors.,2022,TV-MA,11.0,comedy,Brazil,tt21742248,4.3,484.0,0,1,0,0,0,0,2022-09
2022-09-11,Films (Non-English),6,3760000,3,seoul vibe,movie,The drivers of the Sanggye-dong Supreme Team become mired in the slush fund investigation of a powerful person on the very day of the 1988 Seoul Olympics opening ceremony.,2022,TV-MA,138.0,"action, comedy, crime",South Korea,tt13611770,5.5,1363.0,0,1,1,0,1,0,2022-09
2022-09-11,Films (Non-English),10,1960000,1,the festival of troubadours,movie,An unexpected reunion between a traveling musician and his son opens old wounds as the two set out on a long journey to a troubadour festival,2022,TV-14,102.0,drama,Turkey,tt15335282,5.9,1987.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),1,106700000,1,cobra kai,SHOW,"This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",2018,TV-14,31.0,"action, drama, sport, comedy",United States,tt7221388,8.5,166830.0,1,1,1,0,0,0,2022-09
2022-09-11,TV (English),2,70810000,2,devil in ohio,series,"When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl's arrival threatens to tear her own family apart.",2022,TV-MA,0.0,"drama, horror, mystery","Canada, United States",tt15432016,5.9,12900.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),3,24070000,1,the imperfects,series,"After an experimental gene therapy turns them into monsters, three twenty-somethings band together to hunt down the scientist responsible and force him to make them human again.",2022,TV-MA,0.0,"action, adventure, drama","Canada, United States",tt14502728,6.4,4454.0,1,0,1,0,0,0,2022-09
2022-09-11,TV (English),4,19800000,1,dated and related,series,Pairs of siblings see each other's love life up close and personal as they search for 'the one' together. Will they act as the ultimate wingman to help you find love? Or scupper your plans?,2022,TV-MA,0.0,reality-tv,United Kingdom,tt15292942,4.5,471.0,0,0,0,0,0,0,2022-09
2022-09-11,TV (English),5,19590000,6,the sandman,series,"Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",2022,TV-MA,1.0,"drama, fantasy, horror","United Kingdom, United States",tt1751634,7.7,124331.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),6,18210000,3,partner track,series,"Centers on Ingrid Yun, an idealistic young lawyer, struggles with her moral compass and her passions as she fights to climb the partner track at an elite New York City law firm.",2022,TV-MA,1.0,drama,United States,tt15390524,6.8,4395.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),7,17570000,1,the crown,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,TV-MA,56.0,"drama, history, european","United Kingdom, United States",tt4786824,8.7,194243.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),8,16560000,16,stranger things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61.0,"scifi, thriller, drama, fantasy, horror",United States,tt4574334,8.7,1101055.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),9,14260000,4,echoes,series,"Leni and Gina are identical twins who have secretly swapped their lives since they were children, culminating in a double life as adults, but one of the sisters goes missing and everything in their perfectly schemed world turns in...",2022,TV-MA,0.0,"drama, mystery, thriller","Australia, United States",tt14954498,5.9,10167.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (English),10,12410000,19,manifest,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,TV-14,42.0,"drama, thriller, scifi",United States,tt8421350,7.1,53185.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (Non-English),1,31640000,10,extraordinary attorney woo,SHOW,Brilliant attorney Woo Young-woo tackles challenges in the courtroom and beyond as a newbie at a top law firm and a woman on the autism spectrum.,2022,TV-14,7.0,drama,South Korea,tt20869502,8.8,10429.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (Non-English),2,27980000,1,diary of a gigolo,series,A gigolo's life begins to unravel when he becomes involved in a client's family affairs and violates the fundamental rule of his job: don't fall in love.,2022,TV-MA,0.0,"crime, drama, mystery","United States, Argentina",tt16481820,6.5,936.0,1,0,0,0,1,0,2022-09
2022-09-11,TV (Non-English),3,26990000,4,high heat,series,"When clues to his brother's murder lead Poncho to a fire brigade, he joins it to investigate further and finds romance, family - and a serial killer.",2022,TV-MA,0.0,drama,Mexico,tt17641200,6.1,485.0,1,0,0,0,0,0,2022-09
2022-09-11,TV (Non-English),6,16840000,11,alchemy of souls,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022,TV-14,8.0,"drama, action, thriller, scifi, comedy, fantasy, romance",South Korea,tt20859920,8.6,878.0,1,1,1,0,0,1,2022-09
2022-09-11,TV (Non-English),7,9970000,1,little women,MOVIE,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.",1994,PG,115.0,"drama, romance, family",United States,tt0110367,7.3,58178.0,1,0,0,1,0,1,2022-09
2022-09-11,TV (Non-English),8,9630000,8,pasión de gavilanes,series,"The Reyes brothers were three honest and good-natured men until the day a shocking, unforgettable tragedy sends them in search of revenge. Their plan takes an unexpected turn when they meet the three Elizondo sisters, the beautifu...",2003,TV-MA,6.0,"drama, romance","Colombia, United States",tt0387763,7.8,2527.0,1,0,0,0,0,1,2022-09
2022-09-11,TV (Non-English),9,7900000,1,entrapped,series,Police investigate the disappearance of a cult member.,2022,TV-MA,0.0,"crime, drama, mystery",Iceland,tt21964626,7.0,1083.0,1,0,0,0,1,0,2022-09
2022-09-11,TV (Non-English),10,7110000,2,family secrets,series,A couple's wedding day threatens to turn disastrous when they begin to unravel a web of secrets and lies that connects their two families.,2022,TV-MA,0.0,"comedy, drama, romance",Poland,tt19723700,6.0,412.0,1,1,0,0,0,1,2022-09
2022-09-04,Films (English),1,56560000,2,me time,movie,Follows a dad who finds time for himself for the first time in years while his wife and kids are away. He reconnects with a friend for a wild weekend.,2022,R,101.0,comedy,United States,tt14309446,5.0,30599.0,0,1,0,0,0,0,2022-09
2022-09-04,Films (English),2,41220000,1,love in the villa,movie,"A young woman takes a trip to romantic Verona, Italy, after a breakup, only to find that the villa she reserved was double-booked, and she'll have to share her vacation with a cynical British man.",2022,TV-14,114.0,"comedy, romance",United States,tt15463032,5.3,8891.0,0,1,0,0,0,1,2022-09
2022-09-04,Films (English),3,30790000,1,i came by,movie,Follows a young graffiti artist who discovers a shocking secret that would put him and the ones closest to him in danger.,2022,TV-MA,11.0,thriller,United Kingdom,tt15083184,6.1,22119.0,0,0,0,0,0,0,2022-09
2022-09-04,Films (English),4,17420000,2,that's amor,movie,"After her job and relationship implode on the same day, Sofia starts from scratch and meets a dashing Spanish chef who might be her missing ingredient.",2022,TV-14,96.0,"comedy, romance",United States,tt21388556,5.2,2546.0,0,1,0,0,0,1,2022-09
2022-09-04,Films (English),5,11780000,3,look both ways,movie,"On the eve of her college graduation, Natalie's life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown to raise her child and another in which she moves to LA to pursue her dream career.",2022,TV-14,11.0,"comedy, drama, romance",United States,tt14298328,6.3,15572.0,1,1,0,0,0,1,2022-09
2022-09-04,Films (English),6,9450000,4,day shift,movie,"A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.",2022,R,113.0,"action, comedy, fantasy",United States,tt13314558,6.1,70257.0,0,1,1,0,0,0,2022-09
2022-09-04,Films (English),7,9070000,3,the next 365 days,movie,Laura and Massimo's relationship hangs in the balance as they try to overcome trust issues and jealousy while a tenacious Nacho works to push them apart.,2022,TV-MA,112.0,"drama, romance",Poland,tt21106646,2.7,5835.0,1,0,0,0,0,1,2022-09
2022-09-04,Films (English),8,7520000,6,purple hearts,movie,"In spite of their many differences, Cassie, a struggling singer-songwriter, and Luke, a troubled Marine, agree to marry solely for military benefits. But when tragedy strikes, the line between real and pretend begins to blur.",2022,TV-14,122.0,"drama, music, romance",United States,tt4614584,6.7,35776.0,1,0,0,0,0,1,2022-09
2022-09-04,Films (English),9,6260000,6,the gray man,MOVIE,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",2022,PG-13,128.0,"thriller, action","United States, Czech Republic",tt1649418,6.6,46071.0,0,0,1,0,0,0,2022-09
2022-09-04,Films (English),10,6100000,1,collateral,SHOW,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.",2018,TV-MA,57.0,"thriller, drama, crime",United Kingdom,tt6729080,6.7,17774.0,1,0,0,0,1,0,2022-09
2022-09-04,Films (Non-English),1,29940000,2,loving adults,movie,Follows a couple who appear to be living the perfect life after their son is declared healthy following a long-term illness.,2022,TV-MA,104.0,"crime, drama, thriller",Denmark,tt14592948,6.5,7682.0,1,0,0,0,1,0,2022-09
2022-09-04,Films (Non-English),3,9410000,1,fenced in,movie,Walter moves from the city out to the countryside after a nervous breakdown. But his dream of a peaceful life is ruined when he meets his loud neighbors.,2022,TV-MA,11.0,comedy,Brazil,tt21742248,4.3,484.0,0,1,0,0,0,0,2022-09
2022-09-04,Films (Non-English),4,8670000,2,seoul vibe,movie,The drivers of the Sanggye-dong Supreme Team become mired in the slush fund investigation of a powerful person on the very day of the 1988 Seoul Olympics opening ceremony.,2022,TV-MA,138.0,"action, comedy, crime",South Korea,tt13611770,5.5,1363.0,0,1,1,0,1,0,2022-09
2022-09-04,Films (Non-English),6,3700000,2,the figo affair: the transfer that changed football,movie,This documentary spotlights one of the most contentious deals in football history and the extraordinary player at the center of the storm: Luís Figo.,2022,TV-MA,105.0,"documentary, sport",United Kingdom,tt21836538,7.1,3815.0,0,0,0,0,0,0,2022-09
2022-09-04,Films (Non-English),8,3040000,3,royalteen,movie,"Follows prince Karl Johan and newcomer Lena, who have feelings for each other but are aware that their relationship might put them in an impossible situation, while he has to carry a nation on his shoulders, she carries lies on hers.",2022,TV-MA,107.0,"drama, romance",Norway,tt15022184,5.2,1686.0,1,0,0,0,0,1,2022-09
2022-09-04,Films (Non-English),9,2630000,1,rise of the legend,movie,"An orphan, whose father has been killed by dark power, attempts to bring justice back to the town.",2014,Not Rated,131.0,"action, biography, drama","Hong Kong, China",tt3469592,6.4,3969.0,1,0,1,0,0,0,2022-09
2022-09-04,Films (Non-English),10,2580000,2,"watch out, we're mad",movie,"After a tied first place in a local stunt race, two drivers start a contest to decide which of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.",1974,G,102.0,"action, comedy","Italy, Spain",tt0069697,7.3,12688.0,0,1,1,0,0,0,2022-09
2022-09-04,TV (English),1,36580000,3,echoes,series,"Leni and Gina are identical twins who have secretly swapped their lives since they were children, culminating in a double life as adults, but one of the sisters goes missing and everything in their perfectly schemed world turns in...",2022,TV-MA,0.0,"drama, mystery, thriller","Australia, United States",tt14954498,5.9,10167.0,1,0,0,0,0,0,2022-09
2022-09-04,TV (English),2,35370000,1,devil in ohio,series,"When a psychiatrist shelters a mysterious cult escapee, her world is turned upside down as the girl's arrival threatens to tear her own family apart.",2022,TV-MA,0.0,"drama, horror, mystery","Canada, United States",tt15432016,5.9,12900.0,1,0,0,0,0,0,2022-09
2022-09-04,TV (English),3,33320000,5,the sandman,series,"Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",2022,TV-MA,1.0,"drama, fantasy, horror","United Kingdom, United States",tt1751634,7.7,124331.0,1,0,0,0,0,0,2022-09
2022-09-04,TV (English),4,31140000,2,partner track,series,"Centers on Ingrid Yun, an idealistic young lawyer, struggles with her moral compass and her passions as she fights to climb the partner track at an elite New York City law firm.",2022,TV-MA,1.0,drama,United States,tt15390524,6.8,4395.0,1,0,0,0,0,0,2022-09
2022-09-04,TV (English),5,20280000,15,stranger things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61.0,"scifi, thriller, drama, fantasy, horror",United States,tt4574334,8.7,1101055.0,1,0,0,0,0,0,2022-09
2022-09-04,TV (English),6,17920000,1,i am a killer,series,"Follows Death Row inmates, who tell the story of how they ended up there.",2018,TV-MA,3.0,"documentary, crime",United Kingdom,tt8300324,7.4,4342.0,0,0,0,0,1,0,2022-09
2022-09-04,TV (English),7,16410000,18,manifest,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,TV-14,42.0,"drama, thriller, scifi",United States,tt8421350,7.1,53185.0,1,0,0,0,0,0,2022-09
2022-09-04,TV (English),8,14820000,4,never have i ever,SHOW,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.",2020,TV-14,28.0,"comedy, drama",United States,tt10062292,7.8,47000.0,1,1,0,0,0,0,2022-09
2022-09-04,TV (English),9,13670000,2,selling the oc,series,"Jason Oppenheim, owner of the Oppenheim Group, expands the company opening a second office in Newport Beach.",2022,TV-MA,1.0,reality-tv,United States,tt15907000,5.5,823.0,0,0,0,0,0,0,2022-09
2022-09-04,TV (English),10,11930000,7,manifest,SHOW,"After landing from a turbulent but routine flight, the crew and passengers of Montego Air Flight 828 discover five years have passed in what seemed like a few hours. As their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,TV-14,42.0,"drama, thriller, scifi",United States,tt8421350,7.1,53185.0,1,0,0,0,0,0,2022-09
